Project,Symbol,Round,Total Raised,Pre-Valuation,Investors,Ecosystem,Categories,ROI,Date,Quarter Flag,source_url
PayPie,PPP,Main Sale,$26 M,$19.59 K,—,,Finance,0.11x,"Oct 7, 2017",0,https://icodrops.com/paypie/
AirToken,AIR,Main Sale,$15 M,$75 M,—,,Gate.io Launchpad,0.06x,"Sep 30, 2017",0,https://icodrops.com/airtoken/
Wanchain,WAN,Initial Coin Offering,$35.99 M,$13.38 M,7,,Protocol,0.2x,"Oct 2, 2017",0,https://icodrops.com/wanchain/
Real,REAL,Main Sale,$10.6 M,$627.01,—,,Real Estate,0.01x,"Aug 30, 2017",0,https://icodrops.com/real/
ALIS,ALIS,Main Sale,$3.93 M,$116.05 K,—,,IOT,0.01x,"Aug 31, 2017",0,https://icodrops.com/alis/
Rocket Pool,RPL,ICO,$5.47 M,$35.88 M,,,Liquid Staking Prot…,1.65x,"Sep 23, 2017",0,https://icodrops.com/rocket-pool/
Modum,MOD,Main Sale,$13.35 M,$325.59 K,—,,Blockchain Service,0.02x,"Aug 31, 2017",0,https://icodrops.com/modum/
ICON,ICX,Public Presale,$41.25 M,$38.73 M,7,,Blockchain,0.34x,"Sep 20, 2017",0,https://icodrops.com/icon/
ChainLink,LINK,Public Sale,$61 M,$8.59 B,10,,Oracle,78x,"Sep 19, 2017",0,https://icodrops.com/chainlink/
KyberNetwork,KNC,Initial Coin Offering,$53.67 M,$40.19 M,16,,DeFi,0.38x,"Sep 15, 2017",0,https://icodrops.com/kybernetwork/
KICKICO,KICK,Main Sale,$20.3 M,$122.06 M,—,,Crowdfunding,0.01x,"Aug 28, 2017",0,https://icodrops.com/kickico/
ICOS,ICOS,Main Sale,$14.95 M,$466.21 K,—,,Token Discounter,216.25x,"Aug 14, 2017",0,https://icodrops.com/icos/
BitDice,CSNO,Main Sale,$8.75 M,$74,—,,Gambling,0.01x,"Aug 14, 2017",0,https://icodrops.com/bitdice/
Social,SCL,Main Sale,$5.24 M,—,—,,Social Network,1.02x,"Aug 16, 2017",0,https://icodrops.com/social/
Blackmoon,BMC,Main Sale,$30 M,$2.26 B,—,,Trading,37.62x,"Sep 11, 2017",0,https://icodrops.com/blackmoon/
Rivetz,RVT,Main Sale,$18.65 M,-$12.55 M,—,,Security,0.01x,"Aug 9, 2017",0,https://icodrops.com/rivetz/
Filecoin,FIL,Public Sale,$205.92 M,$1.64 B,13,,Storage,0.44x,"Aug 9, 2017",0,https://icodrops.com/filecoin/
Hubii Network,HBT,Main Sale,$7.13 M,$125.81 K,—,,Media,0.01x,"Aug 23, 2017",0,https://icodrops.com/hubii-network/
Indorse,IND,Main Sale,$9.44 M,$187 K,—,,IOT,0.01x,"Aug 7, 2017",0,https://icodrops.com/indorse/
Everex,EVX,Main Sale,$25.84 M,$19.84 K,—,,Finance,0.01x,"Jul 23, 2017",0,https://icodrops.com/everex/
ChronoLogic,DAY,Main Sale,$7.5 M,$3.36 K,—,,Blockchain Service,0.01x,"Aug 27, 2017",0,https://icodrops.com/chrono-logic/
DIMCOIN,DIM,Main Sale,$14.01 M,$899.64 K,—,,Currency,0.01x,"Jul 15, 2017",0,https://icodrops.com/dimcoin/
OPUS,OPT,ICO,$5.74 M,$9.97 M,—,,Media,4.65207615e+16x,"Jul 24, 2017",0,https://icodrops.com/opus/
Lampix,PIX,Main Sale,$12.28 M,$110 M,—,,VR,0.01x,"Aug 8, 2017",0,https://icodrops.com/lampix/
Agrello,DLT,Main Sale,$30.1 M,$33.17 K,—,,Legal,0.01x,"Jul 16, 2017",0,https://icodrops.com/agrello/
0x,ZRX,Initial Coin Offering,$109 M,$98.76 M,21,,DEX,2.06x,"Aug 11, 2017",0,https://icodrops.com/0x/
BlockCAT,CAT,Main Sale,$6.28 M,$148.98 K,—,,Smart Contract,0.45x,"Aug 14, 2017",0,https://icodrops.com/blockcat/
Tierion,TNT,Main Sale,$25 M,$5.73 M,—,,Blockchain Service,0.08x,"Jul 31, 2017",0,https://icodrops.com/tierion/
Po.et,POE,Main Sale,$10 M,$1.01 K,—,,Verification,0.01x,"Aug 7, 2017",0,https://icodrops.com/po-et/
Tezos,XTZ,ICO,$242 M,$397.46 M,,,Blockchain,0.95x,"Jul 1, 2017",0,https://icodrops.com/tezos/
Crypto.com,MCO,Public Sale,$26.2 M,$7.16 B,—,,CEX,0.73x,"May 17, 2017",0,https://icodrops.com/cro/
Bancor,BNT,Initial Coin Offering,$152.3 M,$30.5 M,3,,DEX,0.07x,"Jun 11, 2017",0,https://icodrops.com/bancor/
Cofound.it,CFI,Main Sale,$14.82 M,$60 M,—,,Crowdfunding,0.02x,"Jun 7, 2017",0,https://icodrops.com/cofound-it/
MobileGo,MGO,Initial Coin Offering,$53 M,$277.8 K,—,,Media,0.01x,"Apr 24, 2017",0,https://icodrops.com/mobilego/
Cosmos,ATOM,Public Fundraiser,$37.63 M,$834.43 M,5,,Blockchain,16.67x,"Apr 6, 2017",0,https://icodrops.com/cosmos/
Edgeless,EDG,Initial Coin Offering,$2.7 M,$279.28 K,—,,Casino,0.06x,"Feb 28, 2017",0,https://icodrops.com/edgeless/
NEO,NEO,Main Sale,$105.06 M,$259.3 M,,,Blockchain,14.34x,"Aug 31, 2016",0,https://icodrops.com/neo/
DigixDAO,DGD,Initial Coin Offering,$6.75 M,$0.02,,,DAO,0.01x,"Apr 7, 2016",0,https://icodrops.com/digixdao/
Nem,XEM,Pre-launch Public Auction,$70 K,$5.9 M,—,,Blockchain,59.53x,"May 1, 2015",0,https://icodrops.com/nem/
Ethereum,ETH,ICO,$18.66 M,$240.45 B,—,,Blockchain,6467x,"Jul 22, 2014",0,https://icodrops.com/ethereum/
SONAMI,SNMI,Presale,$13 K,$83 M,—,,Layer2,—,10/1/2025,1,https://icodrops.com/sonami/
MAXI DOGE,MAXI,Public Presale,$4.3 M,—,—,,Memecoin,—,7/1/2025,1,https://icodrops.com/maxi-doge/
Bitcoin Hyper,HYPER,Presale,$29.29 M,$282.98 M,—,,Layer2,—,7/1/2025,1,https://icodrops.com/bitcoin-hyper/
AgoraLend,AGORA,Presale,$353.5 K,$3 M,—,,DeFi,—,7/1/2025,1,https://icodrops.com/agoralend/
Cogni AI Agents,COGNI,Presale,$219.6 K,$180 M,—,,Artificial Intellig…,—,4/1/2025,1,https://icodrops.com/cogni-ai-agents/
Best Wallet,BEST,Presale,$15.92 M,$239.5 M,—,,Wallet,—,1/1/2025,1,https://icodrops.com/best-wallet/
RAA Vision,RAA,Incentivized Activities,$2.4 M,$61 M,—,1,Artificial Intellig…,—,4/1/2025,1,https://icodrops.com/raa-vision/
DeXRP,DXP,Presale,$4.33 M,$19.94 M,—,,DeFi,—,4/1/2025,1,https://icodrops.com/dexrp/
Snorter,SNORT,Presale,$1.49 M,$48.05 M,—,,Trading Bot,—,4/1/2025,1,https://icodrops.com/snorter/
Uprising,UPR,Presale,—,$120 M,—,,GameFi,—,4/1/2025,1,https://icodrops.com/uprising/
SOLAXY,SOLX,Presale,$58.13 M,$224.46 M,—,,Layer2,—,1/1/2025,1,https://icodrops.com/solaxy/
CryptoIndex,INDX,Presale,$3.81 M,$52.5 M,—,,Index,—,10/1/2024,1,https://icodrops.com/cryptoindex/
Naoris Protocol,NAORIS,IDO on Tokensoft,$34.5 M,$255.32 M,12,,Infrastructure,1.39x,4/1/2025,1,https://icodrops.com/naoris-protocol/
Mavryk Network,MVRK,Public Sale,$15.64 M,$20.25 M,4,,Blockchain,0.2x,4/1/2025,1,https://icodrops.com/mavryk-network/
Frog Knox,FROX,Presale,$142 K,—,—,,Memecoin,—,1/1/2025,1,https://icodrops.com/frog-knox/
PepeX,PEPX,Presale,$1.16 M,—,—,,Launchpad,—,1/1/2025,1,https://icodrops.com/pepex/
RabitiAI,RIAI,Presale,$15.34 M,$99.2 M,,,Blockchain Service,—,1/1/2025,1,https://icodrops.com/rabitiai/
BitSwapix,BITS,Presale,$4.83 M,—,—,,DeFi,—,1/1/2025,1,https://icodrops.com/bitswapix/
PEPE Ascension,PEAP,Presale,$1.33 M,$35.46 M,—,,Memecoin,—,10/1/2024,1,https://icodrops.com/pepe-ascension/
Optimum,,Incentivized Activities,$11 M,—,16,,Infrastructure,—,4/1/2025,1,https://icodrops.com/optimum/
Seek Protocol,SEEK,Presale,$265 K,$8.89 M,—,,GameFi,—,1/1/2025,1,https://icodrops.com/seek-protocol/
Tondex,TONDEX,Presale,$1.12 M,$14.52 M,—,,DEX,—,1/1/2025,1,https://icodrops.com/tondex/
Electron,,ICM on Legion,$1 M,—,10,,Infrastructure,—,1/1/2025,1,https://icodrops.com/electron-2/
Solanex AI,SOLDEX,Public Presale,$4.1 M,$21.12 M,—,,DEX,—,7/1/2024,1,https://icodrops.com/solanex-ai/
GameFrog,GMF,Presale,$402 K,$110.4 M,—,,Meme,—,1/1/2025,1,https://icodrops.com/gamefrog/
Agentwood,AWS,IDO on Ape Terminal,$775 K,—,—,,AI Agents,—,1/1/2025,1,https://icodrops.com/agentwood/
Meme Index,MEMEX,Presale,$3.35 M,—,—,,Memecoin,—,1/1/2025,1,https://icodrops.com/meme-index/
Wall Street Pepe,WEPE,Presale,$57.67 M,—,—,,Memecoin,—,10/1/2024,1,https://icodrops.com/wall-street-pepe/
Killer Whale,KILLER,IDO on Seedify,$150 K,$1.5 M,—,,Artificial Intellig…,—,1/1/2025,1,https://icodrops.com/killer-whale/
0xVM,XVM,Node Sale Round,$5.2 M,—,4,,Bitcoin Ecosystem,—,7/1/2024,1,https://icodrops.com/0xvm/
ChainBank,CHAINBANK,Presale,$1.04 M,$9.97 M,—,,DeFi,—,10/1/2024,1,https://icodrops.com/chainbank/
Beam,BEAM,Node Sale Round,$77.75 M,$98.58 M,8,,Gaming,0.01x,10/1/2024,1,https://icodrops.com/beam/
Script Network,SCPT,Node Sale Round,$1.69 M,$153.8 K,—,,Blockchain Service,0.02x,10/1/2024,1,https://icodrops.com/script-network/
Magic Eden,ME,Points Farming,$159.5 M,$99.71 M,5,,NFT,0.01x,1/1/2024,1,https://icodrops.com/magic-eden/
Blast,BLAST,Points Farming,$20 M,$45.75 M,5,,Layer-2,0.02x,4/1/2023,1,https://icodrops.com/blast/
WienerAI,WAI,Presale,$7.23 M,$50.09 M,—,,Trading Bot,—,7/1/2024,1,https://icodrops.com/wienerai/
Pacmoon,PAC,Airdrop,—,—,—,,Memes,—,4/1/2024,1,https://icodrops.com/pacmoon/
Kroma,KRO,NFT Sale,—,$624.2 K,11,,Infrastructure,—,1/1/2024,1,https://icodrops.com/kroma/
Exverse,EXVG,Public Sale,$3 M,$11.64 K,4,,Gaming,0.01x,4/1/2024,1,https://icodrops.com/exverse/
yPredict,YPRED,Presale,—,$10 M,—,,Platform,—,7/1/2023,1,https://icodrops.com/ypredict/
DevvE,DevvE,Public Sale,$4 M,$3.53 M,—,,Blockchain,0.07x,1/1/2024,1,https://icodrops.com/devve/
Tatsumeeko,MKLN,IDO on TruePNL,$7.5 M,—,15,,Gaming,—,10/1/2023,1,https://icodrops.com/tatsumeeko/
Solidus AI Tech,AITECH,Pre-Public Sale,$6.84 M,$11.5 M,—,,Artificial Intellig…,0.43x,1/1/2022,1,https://icodrops.com/solidus-ai-tech/
Uno Farm,UNF,Public Round,$540 K,$29.3 M,1,,Blockchain Service,—,7/1/2023,1,https://icodrops.com/uno-farm/
Rebase,IRL,Public Sale,$8.72 M,$150.35 K,7,,Web 3.0,0.01x,10/1/2023,1,https://icodrops.com/rebase/
Blockchain With Environment (BW…,BWE,Public Sale,$100 K,$30 M,—,,Gaming,—,7/1/2023,1,https://icodrops.com/blockchain-with-environment-bwe/
Neptune Mutual,NPM,IDO on Poolz,$10.05 M,$726.92 B,23,,Insurance,43545x,10/1/2023,1,https://icodrops.com/neptune-mutual/
Artyfact,ARTY,Presale Round 2,$784 K,$1.89 M,—,,Gaming,0.25x,4/1/2023,1,https://icodrops.com/artyfact/
Virtual Versions,VV,IDO on DAO Maker,$1.34 M,$105.4 K,,,Artificial Intellig…,0.02x,7/1/2023,1,https://icodrops.com/virtual-versions/
Magical Blocks,MBLK,Public Sale Round 4,$4.09 M,$65 M,—,,Currency,—,4/1/2023,1,https://icodrops.com/magical-blocks/
Iron Fish,IRON,Testnet Airdrop,$32.9 M,$4.33 M,16,,Blockchain Service,0.01x,4/1/2023,1,https://icodrops.com/iron-fish/
Exorde,EXD,Public Sale Round 3,$3.37 M,$846.8 K,12,,Blockchain Service,0.01x,1/1/2023,1,https://icodrops.com/exorde/
Vesta Finance,VSTA,LQTY Stakers,$10.71 M,$1.63 M,14,,Lending Platform,0.01x,1/1/2022,1,https://icodrops.com/vesta-finance/
Futurent,FUTR,Public Sale,$1.59 M,$30 M,4,,Blockchain Service,0.83x,10/1/2022,1,https://icodrops.com/futurent/
iRocket,IOR,Public Sale,$6.6 M,$80 M,,,Gaming,1x,10/1/2022,1,https://icodrops.com/irocket/
Kujira,KUJI,Public Sale,—,$2.55 M,—,,Lending Platform,0.01x,10/1/2022,1,https://icodrops.com/kujira/
Kyoko,KYOKO,Airdrop,$9.9 M,$153 K,13,,Gaming,—,4/1/2022,1,https://icodrops.com/kyoko/
BH Network,BHAT,Public Sale,$4 M,$24.09 K,2,,Marketplace,0.01x,7/1/2022,1,https://icodrops.com/bh-network/
Mirl,MIRL,IDO on Solanium,$2.11 M,$9.07 K,5,,Web 3.0,0.01x,7/1/2022,1,https://icodrops.com/mirl/
Swords of Blood,SWORD,IDO on GameStarter,$1.5 M,$40 M,8,,Gaming,1x,7/1/2022,1,https://icodrops.com/swords-of-blood/
Web3Games,W3G,Public Sale,$4 M,$25 M,16,,Platform,1x,7/1/2022,1,https://icodrops.com/web3games/
Souls of Meta,SOM,IDO on MultiPad,$1.82 M,$24 M,—,,Gaming,—,7/1/2022,1,https://icodrops.com/souls-of-meta/
WiV Technology,WIVA,Public Sale,$2.79 M,$8.4 M,,,Blockchain Service,—,7/1/2022,1,https://icodrops.com/wiv-technology/
Fusotao,TAO,IDO on Poolz,$2.45 M,$100 M,15,,Protocol,1x,7/1/2022,1,https://icodrops.com/fusotao/
Koakuma,KKMA,IDO on GameStarter,$3.09 M,$30 M,4,,Gaming,—,7/1/2022,1,https://icodrops.com/koakuma/
Legends of Elysium,LOE,IDO on Poolz,$3.79 M,$47 M,10,,Gaming,—,4/1/2022,1,https://icodrops.com/legends-of-elysium/
Gagarin,GGR,Public Sale,$360 K,$9.83 K,8,,Launchpad,0.03x,4/1/2022,1,https://icodrops.com/gagarin/
Oceanland,OLAND,IDO on GameFi,$1.2 M,$14.86 K,—,,Play to Earn,0.01x,4/1/2022,1,https://icodrops.com/oceanland/
Chirpley,CHIRP,Public Sale,$2.91 M,$99.1 K,3,,Social,0.01x,4/1/2022,1,https://icodrops.com/chirpley/
Partisia Blockchain,MPC,IDO on TrustSwap,$53.9 M,$9.05 M,5,,Blockchain Service,0.03x,4/1/2022,1,https://icodrops.com/partisia-blockchain/
Polysports,PS1,ICO,—,$233 K,—,,Play to Earn,—,4/1/2022,1,https://icodrops.com/polysports/
Gods Unchained,GODS,Community Airdrop,$10.32 M,$16.8 M,5,,Gaming,0.14x,10/1/2021,1,https://icodrops.com/gods-unchained/
Jelly,JELLY,Airdrop,—,$12.09 K,—,,Protocol,0.01x,4/1/2022,1,https://icodrops.com/jelly/
RSS3,,Airdrop 1,$25.27 M,$5.46 M,25,,Infrastructure,0.02x,4/1/2022,1,https://icodrops.com/rss3/
Choise.com,CHO,Community Sale,$1.43 M,$1.04 M,3,,DeFi,0.01x,4/1/2022,1,https://icodrops.com/choise-com/
Gravis Finance,GRVS,Public Sale,$2.83 M,$60 M,,,Blockchain Service,1x,4/1/2022,1,https://icodrops.com/gravis-finance/
Unique Network,UNQ,Polkadot Crowdloan,$53.25 M,$690.21 K,13,,Polkadot Ecosystem,0.02x,1/1/2022,1,https://icodrops.com/unique-network/
Token Traxx Music Ltd,TRAXX,IDO on Sorted Dealroom,$9.92 M,$50.89 K,,,NFT,0.01x,1/1/2022,1,https://icodrops.com/token-traxx-music-ltd/
KingdomX,KT,Public Sale,$2.46 M,$180.1 K,5,,Gaming,0.02x,10/1/2021,1,https://icodrops.com/kingdomx/
Forward Protocol,FORWARD,IVO,$1.45 M,$259.3 K,22,,Infrastructure,0.01x,1/1/2022,1,https://icodrops.com/forward-protocol/
IX Token,IXT,Airdrop 2,—,$7.05 M,—,,Gaming,0.03x,10/1/2021,1,https://icodrops.com/ix-token/
TaleCraft,CRAFT,Airdrop,$3.33 M,$5.7 K,7,,Avalanche Ecosystem,—,10/1/2021,1,https://icodrops.com/talecraft/
Nirvana (Parallel Finance),,Crowdloan,$34 M,$49.64 M,11,,Lending Platform,0.1x,10/1/2021,1,https://icodrops.com/nirvana-finance/
PlayTreks,TREKS,Initial Coin Offering,$1.12 M,$99.82 K,—,,Music,0.02x,1/1/2022,1,https://icodrops.com/playtreks/
Avocado Dao,AVG,Public Sale,$45.2 M,$2.25 M,10,,Gaming,0.01x,10/1/2021,1,https://icodrops.com/avocado-dao/
Monster Battle,MBS,Airdrop,$1.26 M,$61.59 K,7,,Gaming,0.01x,10/1/2021,1,https://icodrops.com/monster-battle/
Diviner Protocol,DPT,IDO on NFTb,$1.93 M,$16.32 K,2,,PancakeSwap IDO,0.01x,10/1/2021,1,https://icodrops.com/diviner-protocol/
izumi Finance,iZi,IDO on Bybit,$29.16 M,$7.84 M,15,,DEX,0.1x,10/1/2021,1,https://icodrops.com/izumi-finance/
Ecio,ECIO,IDO Round 1,$1.68 M,$27.79 K,13,,Gaming,0.01x,10/1/2021,1,https://icodrops.com/ecio/
pSTAKE,PSTAKE,Public Sale,$20 M,$137.15 K,10,,Liquid Staking Prot…,0.01x,10/1/2021,1,https://icodrops.com/pstake/
Safle,SAFLE,IDO on Polkastarter,$4.6 M,$650,8,,Wallet,—,10/1/2021,1,https://icodrops.com/safle/
Calaxy,CLXY,ACCELERATED,$7.5 M,$1.25 B,9,,Marketplace,—,10/1/2021,1,https://icodrops.com/calaxy/
XY Finance,XY,Public Sale,$21.88 M,$135.1 K,18,,Yield Aggregator,0.01x,10/1/2021,1,https://icodrops.com/xy-finance/
DeHorizon,DEVT,Public Sale,$8.56 M,$5.66 K,22,,Gaming,0.01x,10/1/2021,1,https://icodrops.com/dehorizon/
Blockasset,BLOCK,IDO on Gate.io,$4.54 M,$429.64 K,6,,Solana Ecosystem,0.02x,10/1/2021,1,https://icodrops.com/blockasset/
Lumerin,LMR,Main Sale Option 3,$20.45 M,$513.5 K,2,,Web 3.0,0.01x,10/1/2021,1,https://icodrops.com/lumerin/
UX Chain (Umee),UMEE,Main Sale Option 2,$38.3 M,$1.26 M,7,,DeFi,0.01x,10/1/2021,1,https://icodrops.com/ux-chain-umee/
GuildFi,GF,IDO on Copper,$145.76 M,$179.8 M,8,,Gaming,0.04x,10/1/2021,1,https://icodrops.com/guildfi/
Versus Farm,VERSUS,Public Sale,$120 K,$1.35 K,,,Gaming,0.01x,10/1/2021,1,https://icodrops.com/versus-farm/
BitOrbit,BITORB,Airdrop,$290 K,$64.21 K,—,,BSCPad IDO,0.01x,10/1/2021,1,https://icodrops.com/bitorbit/
Acala Network,ACA,Crowdloan,$1.46 B,$1.32 M,12,,DeFi,0.01x,10/1/2021,1,https://icodrops.com/acala-network/
MarsDAO,MDAO,Whitelist Sale,$10.5 M,$786.75 K,—,,DAO,0.01x,10/1/2021,1,https://icodrops.com/marsdao/
Immutable X,IMX,IDO on Huobi Prime,$298.56 M,$292.6 M,24,,Layer-2,0.94x,10/1/2021,1,https://icodrops.com/immutable-x/
Kalmar,KALM,Airdrop,$2.9 M,$994.6 K,2,,DeFi,0.05x,7/1/2021,1,https://icodrops.com/kalmar/
Gro Protocol,GRO,LBP by Balancer,$9.15 M,$816.61 K,5,,Yield Aggregator,0.01x,7/1/2021,1,https://icodrops.com/gro-protocol/
Pontem Network,PONT,Public Sale,$10.5 M,$101.43 K,24,,Aptos Ecosystem,0.01x,10/1/2021,1,https://icodrops.com/pontem-network/
Weld.Money,WELD,IDO on A2DAO,$3.22 M,$51.67 K,6,,Application,0.01x,7/1/2021,1,https://icodrops.com/weld-money/
AirNFTs,AIRT,Public Sale,—,$50 M,—,,Marketplace,—,7/1/2021,1,https://icodrops.com/airnfts/
Perpetual Protocol,PERP,LBP by Balancer,$14.56 M,$4.38 M,2,,Perpetual,0.02x,7/1/2021,1,https://icodrops.com/perpetual-protocol/
The Digital Bank of Africa,DBA,Token Sale,—,$1 M,—,,Banking,—,7/1/2021,1,https://icodrops.com/the-digital-bank-of-africa/
Pacific DeFi,PACIFIC,Public Sale,$400 K,$24.96 K,,,Yield Aggregator,0.01x,7/1/2021,1,https://icodrops.com/pacific-defi/
Swaperry,PERRY,IDO on Red Kite,$2.06 M,$10 M,7,,DEX,0.01x,7/1/2021,1,https://icodrops.com/swaperry/
Nabox,NABOX,Airdrop,$1.38 M,$1.89 M,11,,Wallet,0.06x,4/1/2021,1,https://icodrops.com/nabox/
Rarible,RARI,Airdrop for users & NFT holders/buyers,$15.95 M,$3.97 M,9,,NFT,0.39x,7/1/2020,1,https://icodrops.com/rarible/
Shirtum,SHI,Community Sale,$3.42 M,$36.14 K,,,Sport,0.01x,7/1/2021,1,https://icodrops.com/shirtum/
Collateral,COLL,Main Sale,$150 K,$10.6 K,—,,Ignition IDO,0.01x,4/1/2021,1,https://icodrops.com/collateral/
DeHub,DEHUB,Pre-Sale,$400 K,$2.73 M,—,,Media,0.57x,7/1/2021,1,https://icodrops.com/dehub/
Septillion,SPT,Pre-Sale,$56.44 M,$5.08 K,—,,Governance Token,0.01x,7/1/2021,1,https://icodrops.com/septillion/
Human Protocol,HMT,Main Sale Option 1,$100.1 M,$3.15 M,8,,Infrastructure,0.01x,4/1/2021,1,https://icodrops.com/human-protocol/
NFTMart,NMT,IDO on Gate.io,$1.53 M,$26.53 K,15,,Gate.io Launchpad,0.01x,4/1/2021,1,https://icodrops.com/nftmart/
Oasis Labs,ROSE,Lockdrop 2 (ROSE Cultivate),$45 M,$108.6 M,31,2,Blockchain,0.54x,10/1/2020,1,https://icodrops.com/oasis-labs/
My Neighbor Alice,ALICE,Binance Launchpool,$2.2 M,$10.77 M,8,,Metaverse,0.86x,1/1/2021,1,https://icodrops.com/my-neighbor-alice/
Phala Network,PHA,Airdrop,$1.43 M,$34.23 M,4,,Infrastructure,12.54x,10/1/2020,1,https://icodrops.com/phala-network/
The Graph,GRT,Public Sale,$279.7 M,$273.06 M,22,,Big Data,0.79x,10/1/2020,1,https://icodrops.com/the-graph/
ACDX,ACXT,Main Sale,$50 K,$17.85 K,—,,CEX,0.08x,7/1/2020,1,https://icodrops.com/acdx/
Curve,CRV,Early liquidity providers airdrop,$7 M,$511.37 M,1,,DEX,0.57x,7/1/2020,1,https://icodrops.com/curve/
LCX,LCX,IEO on Liquid,$8.5 M,$37.48 M,—,,Finance,0.67x,10/1/2019,1,https://icodrops.com/lcx/
Monet,TENOM,Pre-Sale,—,$15.4 M,—,,Blockchain Service,—,7/1/2019,1,https://icodrops.com/monet/
Bitcloud,,Token Sale,—,$45.84 K,—,,Nodes,0.05x,4/1/2019,1,https://icodrops.com/bitcloud/
The Force Protocol,FOR,Public Sale,$10.3 M,$73.36 K,5,,Lending Platform,0.01x,4/1/2019,1,https://icodrops.com/force-protocol/
Vostok,,Main Sale,$120 M,—,—,,Blockchain Platform,—,1/1/2019,1,https://icodrops.com/vostok/
Udap,UPX,Public Sale,—,$7.27 M,—,,Infrastructure,0.09x,4/1/2018,1,https://icodrops.com/udap/
Alluma,LUMA,Token Sale,—,$25 M,—,,Exchange,—,1/1/2019,1,https://icodrops.com/alluma/
BotChain,BOTC,Main Sale,$5 M,$100 M,—,,Artificial Intellig…,—,1/1/2019,1,https://icodrops.com/botchain/
Lendoit,LOAN,Main Sale,—,$8 M,—,,Finance,—,1/1/2019,1,https://icodrops.com/lendoit/
Peer Mountain,PMTN,Main Sale,$2.81 K,$11.42 M,—,,Verification,—,1/1/2019,1,https://icodrops.com/peer-mountain/
Health Nexus,HLTH,Main Sale,—,$124 M,—,,Healthcare,—,1/1/2019,1,https://icodrops.com/health-nexus/
Layer Protocol,LRX,Main Sale,—,—,—,,Data Service,—,10/1/2018,1,https://icodrops.com/layer-protocol/
EON Protocol,EOT,Public Sale,$15 M,$99.96 K,—,,Gaming,—,10/1/2018,1,https://icodrops.com/eon/
Becent,BCT,Main Sale,—,—,—,,Exchange,—,10/1/2018,1,https://icodrops.com/becent/
Eloncity,ECT,Public Sale,$33 M,$120 M,—,,Energy,1x,10/1/2018,1,https://icodrops.com/eloncity/
Arcana Wallet,ARCA,Public Sale,$1.25 M,$325 M,—,,Wallet,403x,10/1/2018,1,https://icodrops.com/arcana-wallet/
Omnilytics Platform,OMN,Main Sale,$7.5 M,$21.79 M,—,,Blockchain Service,11.56x,7/1/2018,1,https://icodrops.com/omnilytics-platform/
Ankr Network,ANKR,Public Sale,$17.82 M,$49.56 M,16,,DePIN,0.75x,7/1/2018,1,https://icodrops.com/ankr-network/
Humanscape,HUM,Public Sale,$15.54 M,$20.13 M,2,,DeSci,92.8x,7/1/2018,1,https://icodrops.com/humanscape/
Tap,,Public Sale,—,$6 M,—,,Trading,0.03x,7/1/2018,1,https://icodrops.com/tap/
DFINITY,ICP,Community Airdrop,$167.2 M,$1.23 B,10,,Blockchain,0.49x,4/1/2018,1,https://icodrops.com/dfinity/
Decentraland,MANA,ICO,$26 M,$183.22 M,9,,Metaverse,1.12x,7/1/2017,1,https://icodrops.com/decentraland/
Xriba,XRA,Airdrop,$28.29 M,$328.62 K,—,,Finance,—,7/1/2018,1,https://icodrops.com/xriba/
SURETY.AI,SURE,Public Sale,$16.2 M,$25.35 M,—,,Insurance,1.79x,4/1/2018,1,https://icodrops.com/surety-ai/
Qilimanjaro,QBIT,Public Sale,—,$55.5 M,—,,Cloud computing,1x,7/1/2018,1,https://icodrops.com/qilimanjaro/
Trust Platform,TST,Main Sale,—,$20 M,—,,Blockchain Service,4.03x,7/1/2018,1,https://icodrops.com/trust-platform/
NNS,NNS,Main Sale,—,—,—,,Blockchain Service,—,4/1/2018,1,https://icodrops.com/nns/
Stream,STC,Token Sale,$33 M,$100 M,—,,Advertising,0.15x,4/1/2018,1,https://icodrops.com/stream/
TxHash Network,TXN,Public Sale,$10 M,—,—,,Blockchain Service,—,4/1/2018,1,https://icodrops.com/txhash-network/
Merculet,MVP,Public Sale,$26.8 M,$176.8 K,5,,Blockchain Service,0.01x,4/1/2018,1,https://icodrops.com/merculet/
Ontology Network,ONT,Community Airdrop,—,$50.28 M,14,,Blockchain,0.25x,1/1/2018,1,https://icodrops.com/ontology-network/
PolicyPal Network,PAL,Token Sale,$20.48 M,$174.2 K,—,,Insurance,0.01x,1/1/2018,1,https://icodrops.com/policypal/
CLN,CLN,Token Sale,$22.9 M,—,—,,Payments,—,1/1/2018,1,https://icodrops.com/colu/
Datawallet,DXT,ICO,$4.82 K,$66.82 K,—,,Blockchain Service,0.01x,1/1/2018,1,https://icodrops.com/datawallet/
All Sports,SOC,Main Sale,—,$66 K,—,,Blockchain Service,—,1/1/2018,1,https://icodrops.com/allsports/
Cardano,ADA,Initial Coin Offering,$62.25 M,$11.31 B,1,,Blockchain,103x,1/1/2018,1,https://icodrops.com/cardano/
Tron,TRX,Main Sale,$77.71 M,$29.64 B,9,,Blockchain,818421.05x,7/1/2017,1,https://icodrops.com/tron/
Stellar,XLM,Public Sale,$5.01 M,$8.45 B,,,Blockchain,55.42x,1/1/2015,1,https://icodrops.com/stellar/
SANGO,SANGO,Public Sale,—,$2.1 B,—,,Currency,—,1/1/2022,1,https://icodrops.com/sango/
